,CustomerId,Balance,NumOfProducts,HasCrCard,Tenure_x,IsActiveMember,Exited,CreditScore,Geography,Gender,Age,EstimatedSalary,Age Group,Tenure Group,Salary Group,Balance Group,Credit score Group
6608,15576000,138033,1,1,6,1,0,765,France,Male,40,67972,Working class,Long term cust,Fair earner,low balance,High score
6609,15766047,91621,1,1,2,1,0,748,France,Female,41,71139,Working class,Short term cust,Fair earner,low balance,High score
6610,15596339,140014,1,1,3,1,0,422,France,Male,54,86350,Working class,Short term cust,Fair earner,low balance,low score
6611,15715199,126815,2,1,5,1,0,568,Spain,Male,27,118648,Student,Short term cust,High earner,low balance,Good score
6612,15615938,139663,1,1,3,1,0,502,France,Female,64,100995,Working class,Short term cust,High earner,low balance,Good score
6613,15679991,0,2,1,7,1,0,524,France,Female,28,147100,Student,Long term cust,High earner,Very low balance,Good score
6614,15626135,165312,1,0,1,0,0,689,France,Male,34,155495,Working class,Short term cust,High earner,Fair balance,High score
6615,15792934,0,2,0,8,0,0,661,France,Male,26,196875,Student,Long term cust,High earner,Very low balance,High score
6616,15744046,0,2,1,8,1,0,606,Spain,Male,33,63176,Working class,Long term cust,Fair earner,Very low balance,Good score
6617,15700826,123699,2,1,1,1,0,678,Germany,Female,54,105221,Working class,Short term cust,High earner,low balance,High score
6618,15756301,97325,1,1,3,1,0,636,Germany,Female,29,131924,Student,Short term cust,High earner,low balance,Good score
6619,15586517,97041,1,1,5,1,0,647,France,Male,32,23132,Working class,Short term cust,low earner,low balance,Good score
6620,15751297,0,2,0,5,0,0,732,France,Male,36,161428,Working class,Short term cust,High earner,Very low balance,High score
6621,15710365,104129,2,0,0,0,1,646,France,Male,50,181794,Working class,Short term cust,High earner,low balance,Good score
6622,15679307,0,1,1,1,1,0,559,France,Female,43,86634,Working class,Short term cust,Fair earner,Very low balance,Good score
6623,15610753,104367,1,1,3,1,0,581,France,Male,28,29937,Student,Short term cust,low earner,low balance,Good score
6624,15811036,135369,1,1,7,1,0,565,France,Male,46,140130,Working class,Long term cust,High earner,low balance,Good score
6625,15610912,112119,1,0,6,0,0,657,Spain,Female,41,17536,Working class,Long term cust,low earner,low balance,High score
6626,15619932,123760,1,1,7,1,0,847,France,Male,66,53157,Retired,Long term cust,Fair earner,low balance,High score
6627,15746199,0,1,1,6,1,1,558,France,Female,41,143585,Working class,Long term cust,High earner,Very low balance,Good score
6628,15584967,0,2,1,6,1,0,596,Spain,Male,57,72402,Working class,Long term cust,Fair earner,Very low balance,Good score
6629,15734365,0,2,1,5,1,0,579,France,Male,39,39891,Working class,Short term cust,low earner,Very low balance,Good score
6630,15726960,0,2,1,3,1,0,741,France,Female,36,89804,Working class,Short term cust,Fair earner,Very low balance,High score
6631,15665177,0,2,1,3,1,0,613,France,Male,44,136491,Working class,Short term cust,High earner,Very low balance,Good score
6632,15779915,0,1,0,5,0,0,694,Spain,Male,31,35593,Working class,Short term cust,low earner,Very low balance,High score
6633,15729110,0,2,0,7,0,1,729,Spain,Female,42,58268,Working class,Long term cust,Fair earner,Very low balance,High score
6634,15575399,152160,2,0,1,0,0,480,France,Female,42,101778,Working class,Short term cust,High earner,Fair balance,Good score
6635,15678374,0,2,1,5,1,0,666,France,Female,59,185123,Working class,Short term cust,High earner,Very low balance,High score
6636,15792679,0,2,1,2,1,0,575,France,Male,24,119927,Student,Short term cust,High earner,Very low balance,Good score
6637,15668767,0,2,0,3,0,0,850,France,Male,36,195033,Working class,Short term cust,High earner,Very low balance,High score
6638,15761886,172381,1,1,4,1,0,740,France,Male,36,86480,Working class,Short term cust,Fair earner,Fair balance,High score
6639,15583076,106116,2,0,6,0,0,588,Germany,Male,41,198766,Working class,Long term cust,High earner,low balance,Good score
6640,15815615,141952,1,1,5,1,0,681,France,Male,36,185144,Working class,Short term cust,High earner,low balance,High score
6641,15591942,0,2,1,7,1,0,611,Spain,Female,33,3729,Working class,Long term cust,low earner,Very low balance,Good score
6642,15724924,138497,1,1,6,1,0,589,France,Female,37,18988,Working class,Long term cust,low earner,low balance,Good score
6643,15762123,0,2,0,1,0,0,717,Spain,Female,34,119313,Working class,Short term cust,High earner,Very low balance,High score
6644,15567893,124213,2,0,3,0,0,556,Germany,Male,33,62627,Working class,Short term cust,Fair earner,low balance,Good score
6645,15648989,126872,1,0,4,0,0,850,France,Male,37,197266,Working class,Short term cust,High earner,low balance,High score
6646,15662021,0,2,0,2,0,0,685,Spain,Female,42,199992,Working class,Short term cust,High earner,Very low balance,High score
6647,15691627,0,1,1,8,1,0,713,France,Female,37,16403,Working class,Long term cust,low earner,Very low balance,High score
6648,15731751,120923,1,1,1,1,0,437,France,Female,26,78854,Student,Short term cust,Fair earner,low balance,low score
6649,15635277,142643,1,0,7,0,0,605,Spain,Male,47,189310,Working class,Long term cust,High earner,low balance,Good score
6650,15655252,79857,1,1,10,1,0,758,Germany,Male,41,78088,Working class,Long term cust,Fair earner,low balance,High score
6651,15803941,95502,1,0,10,0,0,600,France,Male,46,19842,Working class,Long term cust,low earner,low balance,Good score
6652,15714380,0,2,0,5,0,0,827,France,Male,38,103305,Working class,Short term cust,High earner,Very low balance,High score
6653,15666559,197715,2,1,8,1,0,608,Germany,Male,23,116124,Student,Long term cust,High earner,Fair balance,Good score
6654,15799998,85859,1,0,8,0,0,608,France,Female,30,142730,Working class,Long term cust,High earner,low balance,Good score
6655,15703763,85304,1,1,7,1,0,554,France,Male,44,58076,Working class,Long term cust,Fair earner,low balance,Good score
6656,15795640,132371,2,0,1,0,0,683,Germany,Female,35,186123,Working class,Short term cust,High earner,low balance,High score
6657,15780056,0,1,0,4,0,0,660,Spain,Male,33,29664,Working class,Short term cust,low earner,Very low balance,High score
6658,15777873,0,1,0,5,0,1,628,France,Female,31,147963,Working class,Short term cust,High earner,Very low balance,Good score
6659,15584749,79896,1,0,4,0,0,668,Germany,Male,39,38466,Working class,Short term cust,low earner,low balance,High score
6660,15765258,0,2,1,5,1,0,776,France,Female,29,143301,Student,Short term cust,High earner,Very low balance,High score
6661,15623346,0,2,0,4,0,0,820,France,Male,36,31422,Working class,Short term cust,low earner,Very low balance,High score
6662,15614054,0,2,1,1,1,0,665,France,Male,36,121505,Working class,Short term cust,High earner,Very low balance,High score
6663,15766185,146587,1,1,4,1,0,850,Germany,Male,31,89874,Working class,Short term cust,Fair earner,low balance,High score
6664,15667632,0,2,1,7,1,0,703,France,Female,42,72500,Working class,Long term cust,Fair earner,Very low balance,High score
6665,15599024,0,2,1,8,1,0,506,Spain,Male,32,182692,Working class,Long term cust,High earner,Very low balance,Good score
6666,15798709,109109,1,1,3,1,0,588,Spain,Male,32,4993,Working class,Short term cust,low earner,low balance,Good score
6667,15741921,0,2,1,8,1,0,622,Spain,Female,26,124964,Student,Long term cust,High earner,Very low balance,Good score
6668,15793671,0,1,0,5,0,0,606,France,Male,34,161971,Working class,Short term cust,High earner,Very low balance,Good score
6669,15797900,142147,1,0,9,0,1,517,France,Male,56,39488,Working class,Long term cust,low earner,low balance,Good score
6670,15667932,0,2,1,10,1,0,758,Spain,Female,43,55313,Working class,Long term cust,Fair earner,Very low balance,High score
6671,15795933,0,2,1,3,1,0,677,France,Female,49,187811,Working class,Short term cust,High earner,Very low balance,High score
6672,15660403,0,2,1,0,1,0,827,Spain,Female,35,184514,Working class,Short term cust,High earner,Very low balance,High score
6673,15736299,109106,1,0,8,0,0,729,France,Female,36,121311,Working class,Long term cust,High earner,low balance,High score
6674,15759034,112262,1,0,2,0,0,654,France,Male,36,12873,Working class,Short term cust,low earner,low balance,High score
6675,15724663,0,2,0,5,0,0,654,Spain,Female,36,157238,Working class,Short term cust,High earner,Very low balance,High score
6676,15594556,0,2,1,8,1,0,619,Spain,Male,52,123242,Working class,Long term cust,High earner,Very low balance,Good score
6677,15737169,144238,1,1,8,1,0,642,Spain,Male,26,184399,Student,Long term cust,High earner,low balance,Good score
6678,15632472,159397,1,1,1,1,0,472,Spain,Female,32,57323,Working class,Short term cust,Fair earner,Fair balance,Good score
6679,15722813,125385,1,0,4,0,0,470,Spain,Male,30,68293,Working class,Short term cust,Fair earner,low balance,Good score
6680,15588450,69365,1,1,8,1,0,633,France,Female,60,10288,Working class,Long term cust,low earner,low balance,Good score
6681,15736717,155271,1,1,7,1,0,602,France,Male,31,179446,Working class,Long term cust,High earner,Fair balance,Good score
6682,15680683,197200,2,0,5,0,0,640,Spain,Male,29,141453,Student,Short term cust,High earner,Fair balance,Good score
6683,15710316,144837,1,1,5,1,0,454,Spain,Female,48,93151,Working class,Short term cust,Fair earner,low balance,Good score
6684,15746333,0,3,0,3,0,1,562,France,Female,57,6554,Working class,Short term cust,low earner,Very low balance,Good score
6685,15606861,0,2,0,8,0,0,636,France,Male,34,38570,Working class,Long term cust,low earner,Very low balance,Good score
6686,15641285,163085,1,1,3,1,0,621,Spain,Male,50,131048,Working class,Short term cust,High earner,Fair balance,Good score
6687,15662908,125903,2,1,7,1,0,795,Germany,Male,38,127068,Working class,Long term cust,High earner,low balance,High score
6688,15814267,154377,1,1,6,1,0,550,France,Male,22,51721,Student,Long term cust,Fair earner,Fair balance,Good score
6689,15614923,107511,1,1,7,1,0,630,Spain,Male,41,46156,Working class,Long term cust,low earner,low balance,Good score
6690,15579223,127406,1,0,8,0,0,573,Germany,Male,30,192950,Working class,Long term cust,High earner,low balance,Good score
6691,15651389,143656,1,1,8,1,0,561,Spain,Male,24,180932,Student,Long term cust,High earner,low balance,Good score
6692,15677087,138106,1,0,5,0,0,662,France,Female,39,19596,Working class,Short term cust,low earner,low balance,High score
6693,15665784,128940,1,0,9,0,0,637,France,Male,27,46786,Student,Long term cust,low earner,low balance,Good score
6694,15576706,114453,1,1,9,1,0,651,Germany,Male,37,175820,Working class,Long term cust,High earner,low balance,High score
6695,15615473,0,2,0,2,0,0,646,France,Female,33,198208,Working class,Short term cust,High earner,Very low balance,Good score
6696,15587299,0,1,0,3,0,0,567,France,Female,48,55362,Working class,Short term cust,Fair earner,Very low balance,Good score
6697,15655389,131762,1,1,1,1,0,638,France,Male,41,47675,Working class,Short term cust,low earner,low balance,Good score
6698,15784491,0,1,0,6,0,0,725,France,Female,31,61326,Working class,Long term cust,Fair earner,Very low balance,High score
6699,15809999,150300,2,0,3,0,0,709,France,Female,41,71672,Working class,Short term cust,Fair earner,low balance,High score
6700,15681115,108935,1,1,10,1,0,787,Spain,Male,39,101168,Working class,Long term cust,High earner,low balance,High score
6701,15629390,135847,1,0,7,0,0,653,France,Male,37,144880,Working class,Long term cust,High earner,low balance,High score
6702,15792668,109908,2,0,7,0,1,661,Germany,Male,37,115037,Working class,Long term cust,High earner,low balance,High score
6703,15583863,142946,1,0,8,0,1,681,Germany,Male,49,187280,Working class,Long term cust,High earner,low balance,High score
6704,15681878,104339,2,1,3,1,1,436,Germany,Male,45,183540,Working class,Short term cust,High earner,low balance,low score
6705,15782875,157274,2,1,5,1,0,663,France,Male,33,28531,Working class,Short term cust,low earner,Fair balance,High score
6706,15732235,98848,1,1,0,1,0,662,France,Male,64,42730,Working class,Short term cust,low earner,low balance,High score
6707,15735909,105103,1,0,8,0,1,607,Germany,Female,39,104721,Working class,Long term cust,High earner,low balance,Good score
6708,15653448,0,2,1,7,1,0,754,France,Male,34,65219,Working class,Long term cust,Fair earner,Very low balance,High score
6709,15587647,127120,1,1,0,1,1,850,Germany,Female,66,118929,Retired,Short term cust,High earner,low balance,High score
6710,15701037,0,2,0,2,0,0,578,France,Male,39,70563,Working class,Short term cust,Fair earner,Very low balance,Good score
6711,15727499,129118,2,0,3,0,0,666,Germany,Female,36,139435,Working class,Short term cust,High earner,low balance,High score
6712,15724838,0,1,0,4,0,0,599,France,Female,43,170347,Working class,Short term cust,High earner,Very low balance,Good score
6713,15666711,0,3,1,0,1,1,586,France,Female,46,131553,Working class,Short term cust,High earner,Very low balance,Good score
6714,15588933,146053,1,1,3,1,0,825,France,Female,36,138344,Working class,Short term cust,High earner,low balance,High score
6715,15763111,124577,1,1,10,1,0,808,Spain,Female,67,169894,Retired,Long term cust,High earner,low balance,High score
6716,15805676,151012,2,0,4,0,0,515,Spain,Male,29,9770,Student,Short term cust,low earner,Fair balance,Good score
6717,15586674,216109,1,1,5,1,1,663,Spain,Female,58,74176,Working class,Short term cust,Fair earner,Fair balance,High score
6718,15744553,144318,1,0,2,0,0,444,France,Male,34,112668,Working class,Short term cust,High earner,low balance,low score
6719,15776629,0,2,0,4,0,0,650,France,Female,39,186275,Working class,Short term cust,High earner,Very low balance,High score
6720,15647207,0,2,0,7,0,0,609,France,Male,26,98463,Student,Long term cust,Fair earner,Very low balance,Good score
6721,15715638,27517,2,1,3,1,0,824,Germany,Male,77,2746,Retired,Short term cust,low earner,Very low balance,High score
6722,15750602,147092,1,0,5,0,0,662,France,Male,29,10928,Student,Short term cust,low earner,low balance,High score
6723,15766810,92246,2,1,2,1,0,699,Germany,Female,51,91346,Working class,Short term cust,Fair earner,low balance,High score
6724,15756625,0,2,0,8,0,1,752,France,Female,41,139844,Working class,Long term cust,High earner,Very low balance,High score
6725,15639552,148897,1,0,8,0,0,603,Germany,Female,40,105052,Working class,Long term cust,High earner,low balance,Good score
6726,15633213,0,1,0,8,0,1,628,Spain,Male,50,144366,Working class,Long term cust,High earner,Very low balance,Good score
6727,15610416,0,1,0,9,0,1,745,France,Female,36,19605,Working class,Long term cust,low earner,Very low balance,High score
6728,15715208,138335,1,1,10,1,0,804,Germany,Female,33,80483,Working class,Long term cust,Fair earner,low balance,High score
6729,15619608,92895,1,0,10,0,1,454,Germany,Female,50,154344,Working class,Long term cust,High earner,low balance,Good score
6730,15628697,160736,1,1,9,1,0,631,Spain,Male,46,93503,Working class,Long term cust,Fair earner,Fair balance,Good score
